City_ID,City,Country,Lat,Lng,Min Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Rikitea,PF,-23.12,-134.97,74.64,74.64,79,0,10.13,clear sky
1,Punta Arenas,CL,-53.15,-70.92,41.11,41.11,93,90,3.44,light rain
2,Mataura,NZ,-46.19,168.86,46.47,46.47,87,77,9.91,light rain
3,Saint-Georges,GD,12.06,-61.75,79.77,79.77,78,79,12.03,broken clouds
4,Manzil Salim,TN,35.86,8.48,74.64,74.64,52,0,2.21,clear sky
5,Wakkanai,JP,45.41,141.67,67.59,67.59,73,18,7.14,few clouds
6,Hermanus,ZA,-34.42,19.23,51.8,59.9,65,54,8.08,broken clouds
7,Great Falls,US,47.5,-111.3,73.85,80.69,28,90,13.8,overcast clouds
8,Ushuaia,AR,-54.8,-68.3,40.66,40.66,87,75,3.44,broken clouds
9,Pachino,IT,36.72,15.09,69.84,82.6,59,0,7.87,clear sky
10,Vaini,TO,-21.2,-175.2,69.96,69.96,78,20,9.22,few clouds
11,Thompson,CA,55.74,-97.86,56.86,56.86,81,100,3.4,overcast clouds
12,Monrovia,LR,6.3,-10.8,76.05,76.05,81,99,9.17,light rain
13,Kaitangata,NZ,-46.28,169.85,54.41,54.41,62,72,4.23,moderate rain
14,Aklavik,CA,68.22,-135.01,50.92,50.92,71,100,9.53,overcast clouds
15,Bluff,NZ,-46.6,168.33,46.8,46.8,87,100,17.18,moderate rain
16,Saldanha,ZA,-33.01,17.94,56.57,56.57,58,55,4.56,broken clouds
17,Geraldton,AU,-28.77,114.6,75.61,75.61,46,4,14.97,clear sky
18,Busselton,AU,-33.65,115.33,70.09,71.04,51,0,9.22,clear sky
19,Castro,BR,-24.79,-50.01,56.52,56.52,95,63,3.94,broken clouds
20,Teya,RU,60.38,92.63,57.18,57.18,97,100,5.7,light rain
21,Hervey Bay,AU,-25.3,152.85,75.31,75.31,66,12,8.95,few clouds
22,Corrales,US,35.24,-106.61,63.61,72.68,79,1,1.01,clear sky
23,Fort Nelson,CA,58.81,-122.7,49.77,49.77,95,100,17.74,moderate rain
24,Provideniya,RU,64.38,-173.3,44.71,44.71,81,90,6.71,overcast clouds
25,Sedalia,US,38.7,-93.23,64.85,68.32,83,1,5.75,clear sky
26,Lagoa,PT,39.05,-27.98,71.56,71.56,86,89,10.27,overcast clouds
27,Comodoro Rivadavia,AR,-45.87,-67.5,53.46,53.46,43,0,6.91,clear sky
28,Nouadhibou,MR,20.93,-17.03,69.91,69.91,94,42,10.76,scattered clouds
29,Isangel,VU,-19.55,169.27,73.29,73.29,60,9,18.19,clear sky
30,Jamestown,US,42.1,-79.24,56.17,64.04,85,1,6.91,clear sky
31,Menongue,AO,-14.66,17.69,52.68,52.68,41,0,5.41,clear sky
32,Salamiyah,SY,35.01,37.05,78.96,78.96,55,0,20.24,clear sky
33,Ribeira Grande,PT,38.52,-28.7,72.05,72.05,85,91,5.48,overcast clouds
34,Kodiak,US,57.79,-152.41,62.11,62.11,55,1,12.66,clear sky
35,Ambulu,ID,-8.35,113.61,87.35,87.35,59,16,12.28,few clouds
36,Bend,US,44.06,-121.32,71.22,78.66,47,1,6.91,clear sky
37,Yerbogachen,RU,61.28,108.01,61.63,61.63,80,100,8.93,overcast clouds
38,East London,ZA,-33.02,27.91,57.85,57.85,67,0,10.78,clear sky
39,Puerto Ayora,EC,-0.74,-90.35,69.55,69.55,92,75,1.99,broken clouds
40,Lebu,CL,-37.62,-73.65,51.51,51.51,94,100,29.33,light rain
41,Sobolevo,RU,54.43,31.9,65.95,65.95,68,86,2.77,overcast clouds
42,Ayagoz,KZ,47.97,80.44,65.43,65.43,50,100,11.68,overcast clouds
43,Port Moresby,PG,-9.44,147.18,81.32,81.32,76,63,15.68,broken clouds
44,Ranong,TH,9.97,98.63,84.06,84.06,71,100,4.92,overcast clouds
45,Faanui,PF,-16.48,-151.75,79.05,79.05,75,16,9.46,few clouds
46,Makungu,TZ,-8.73,35.28,59.36,59.36,83,26,3.71,scattered clouds
47,Makinsk,KZ,52.63,70.42,77.47,77.47,37,56,5.48,broken clouds
48,Griffith,US,41.53,-87.42,59.0,70.9,89,1,0.0,clear sky
49,Cape Town,ZA,-33.93,18.42,56.1,60.12,62,59,4.72,broken clouds
50,Ozinki,RU,51.18,49.68,84.29,84.29,19,100,9.1,overcast clouds
51,Honiara,SB,-9.43,159.95,80.92,80.92,87,86,9.08,light rain
52,Mugur-Aksy,RU,50.35,90.5,57.85,57.85,59,100,3.38,overcast clouds
53,Atuona,PF,-9.8,-139.03,77.83,77.83,70,12,12.59,few clouds
54,Qaanaaq,GL,77.48,-69.36,37.8,37.8,99,100,6.58,light rain
55,Sur,OM,22.57,59.53,89.51,89.51,56,75,0.51,broken clouds
56,Luena,AO,-11.78,19.92,52.32,52.32,44,11,3.89,few clouds
57,Ngunguru,NZ,-35.62,174.5,60.17,60.17,80,51,9.28,broken clouds
58,Hilo,US,19.73,-155.09,73.11,74.8,89,36,3.0,scattered clouds
59,Gashua,NG,12.87,11.05,79.16,79.16,73,70,5.93,light rain
60,Kahului,US,20.89,-156.47,74.68,76.96,85,21,9.15,few clouds
61,Port Alfred,ZA,-33.59,26.89,58.39,58.39,71,0,12.35,clear sky
62,Hasaki,JP,35.73,140.83,72.0,72.0,80,100,13.35,overcast clouds
63,Bredasdorp,ZA,-34.53,20.04,51.28,51.28,75,20,4.99,few clouds
64,Tasiilaq,GL,65.61,-37.64,42.96,42.96,69,96,3.69,overcast clouds
65,New Norfolk,AU,-42.78,147.06,40.91,47.7,73,49,3.0,light rain
66,Pulaski,US,34.77,-92.3,69.03,75.25,83,75,4.61,broken clouds
67,Hobart,AU,-42.88,147.33,41.27,48.06,70,40,4.0,scattered clouds
68,Salinopolis,BR,-0.61,-47.36,77.97,77.97,83,76,9.66,moderate rain
69,Tocopilla,CL,-22.09,-70.2,60.08,60.08,68,16,4.92,few clouds
70,Dikson,RU,73.51,80.55,42.13,42.13,99,100,16.08,overcast clouds
71,Nurota,UZ,40.56,65.69,75.29,75.29,23,0,19.33,clear sky
72,Teeli,RU,51.03,90.23,66.83,66.83,60,83,6.35,broken clouds
73,Batemans Bay,AU,-35.72,150.18,59.99,64.9,34,17,3.98,few clouds
74,Saskylakh,RU,71.92,114.08,63.27,63.27,44,100,12.8,overcast clouds
75,Dzialdowo,PL,53.24,20.17,60.57,60.57,83,100,8.84,overcast clouds
76,Tianpeng,CN,30.99,103.94,70.88,70.88,96,100,5.79,overcast clouds
77,Iquique,CL,-20.22,-70.14,57.24,57.24,79,48,4.36,scattered clouds
78,Avarua,CK,-21.21,-159.78,71.65,71.65,64,75,6.91,light rain
79,Olga,RU,43.74,135.29,71.71,71.71,61,6,8.14,clear sky
80,Flin Flon,CA,54.77,-101.86,65.08,65.08,54,99,8.52,overcast clouds
81,Gat,IL,31.61,34.76,78.08,80.91,100,0,1.92,clear sky
82,Raxaul,IN,26.98,84.85,89.49,89.49,68,21,6.69,few clouds
83,Wagar,SD,16.15,36.2,81.37,81.37,68,45,21.43,scattered clouds
84,Erzin,TR,36.96,36.2,81.12,83.12,56,0,4.41,clear sky
85,Kapaa,US,22.08,-159.32,77.47,84.18,73,20,1.01,few clouds
86,Eyl,SO,7.98,49.82,81.9,81.9,54,20,29.28,few clouds
87,Abbeville,FR,50.1,1.83,58.41,62.56,91,91,11.97,overcast clouds
88,Sola,VU,-13.88,167.55,77.68,77.68,76,86,25.99,overcast clouds
89,Rust,DE,48.27,7.73,64.83,70.29,77,75,6.91,broken clouds
90,Lompoc,US,34.64,-120.46,57.92,68.11,88,90,5.75,fog
91,Tuatapere,NZ,-46.13,167.68,46.81,46.81,95,100,4.97,light rain
92,Irbil,IQ,36.19,44.01,85.82,85.82,100,0,5.75,clear sky
93,Jiuquan,CN,39.74,98.52,87.24,87.24,21,5,18.16,clear sky
94,Svetlogorsk,BY,52.63,29.73,68.81,68.81,78,42,4.99,scattered clouds
95,Danesti,RO,46.52,25.75,66.51,68.32,58,0,0.67,clear sky
96,Nikolskoye,RU,59.7,30.79,60.69,61.02,80,63,9.64,broken clouds
97,Gazi,GR,35.33,25.07,70.95,79.61,66,20,1.01,few clouds
98,Ulladulla,AU,-35.35,150.47,59.77,64.09,43,25,10.76,scattered clouds
99,College,US,64.86,-147.8,48.47,52.59,92,90,4.0,overcast clouds
100,Cabedelo,BR,-6.98,-34.83,70.47,70.47,83,41,14.47,scattered clouds
101,Avera,US,33.19,-82.53,72.91,76.87,90,93,6.24,overcast clouds
102,Vardo,NO,70.37,31.11,46.6,46.6,74,100,14.79,overcast clouds
103,Pozo Colorado,PY,-23.49,-58.8,60.8,60.8,60,0,3.83,clear sky
104,Aksha,RU,50.28,113.29,80.13,80.13,44,4,9.01,clear sky
105,Yellowknife,CA,62.46,-114.35,54.97,54.97,65,100,14.9,overcast clouds
106,Codrington,AU,-38.27,141.97,53.29,53.29,76,98,19.64,overcast clouds
107,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,72.19,72.19,49,0,4.47,light rain
108,Tyukhtet,RU,56.54,89.3,72.37,72.37,42,97,9.06,overcast clouds
109,Tungor,RU,53.38,142.96,77.23,77.23,51,19,7.72,few clouds
110,Sao Francisco,BR,-15.95,-44.86,68.74,68.74,45,40,3.49,scattered clouds
111,Pevek,RU,69.7,170.31,32.81,32.81,88,100,6.76,overcast clouds
112,Anadyr,RU,64.75,177.48,55.9,55.9,54,0,13.42,clear sky
113,Flinders,AU,-34.58,150.86,63.68,73.2,45,9,18.7,clear sky
114,Saint George,US,37.1,-113.58,90.07,95.63,28,1,1.01,clear sky
115,Grand Gaube,MU,-20.01,57.66,72.0,73.38,58,58,7.0,broken clouds
116,Nyrob,RU,60.73,56.72,66.87,66.87,60,99,9.28,overcast clouds
117,Clyde River,CA,70.47,-68.59,41.9,41.9,84,98,3.56,overcast clouds
118,Torbay,CA,47.67,-52.73,65.28,68.77,95,90,8.05,light rain
119,Longyearbyen,SJ,78.22,15.64,39.04,39.04,70,75,6.91,broken clouds
120,Timbiqui,CO,2.77,-77.67,73.42,73.42,97,100,3.67,moderate rain
121,Port Macquarie,AU,-31.43,152.92,69.71,69.71,36,0,6.71,clear sky
122,Moose Factory,CA,51.26,-80.61,71.92,71.92,62,89,13.49,overcast clouds
123,Camopi,GF,3.17,-52.32,71.44,71.44,98,86,2.66,overcast clouds
124,Casper,US,42.87,-106.31,68.72,72.01,49,61,4.0,broken clouds
125,Yushan,CN,31.38,120.95,80.49,84.97,91,99,2.66,light rain
126,Talnakh,RU,69.49,88.4,52.11,52.11,92,100,11.18,overcast clouds
127,Hami,CN,42.8,93.45,69.62,69.62,66,100,9.95,overcast clouds
128,Alausi,EC,-2.2,-78.83,49.59,49.59,89,100,2.66,overcast clouds
129,Boda,CF,4.32,17.47,69.24,69.24,99,100,3.11,overcast clouds
130,Mount Gambier,AU,-37.83,140.77,51.71,51.71,93,90,14.97,overcast clouds
131,Batticaloa,LK,7.71,81.69,85.32,85.32,58,98,1.07,overcast clouds
132,Luwuk,ID,-0.95,122.79,84.02,84.02,72,45,7.18,scattered clouds
133,Lavrentiya,RU,65.58,-171.0,41.74,41.74,92,100,6.87,overcast clouds
134,Cabo San Lucas,MX,22.89,-109.91,81.95,85.05,79,12,5.01,few clouds
135,Curuca,BR,-0.73,-47.85,73.85,73.85,93,98,4.34,heavy intensity rain
136,Sarahan,IN,31.52,77.8,71.82,71.82,46,0,6.29,clear sky
137,Paamiut,GL,61.99,-49.67,45.46,45.46,98,100,22.12,light rain
138,Sioux Lookout,CA,50.1,-91.92,75.04,75.04,43,43,11.52,scattered clouds
139,Naze,JP,28.37,129.48,81.43,81.43,78,100,11.36,overcast clouds
140,Mao,ES,39.89,4.27,77.56,77.56,83,20,17.27,few clouds
141,Canutama,BR,-6.53,-64.38,78.15,78.15,59,59,3.02,broken clouds
142,Nome,US,64.5,-165.41,45.1,46.47,87,90,10.36,light rain
143,Bengkulu,ID,-3.8,102.27,87.53,87.53,57,58,6.76,broken clouds
144,Hailey,US,43.52,-114.32,67.86,67.86,45,1,8.05,smoke
145,Bac Lieu,VN,9.29,105.72,87.66,87.66,61,5,2.89,clear sky
146,Anzoategui,CO,4.63,-75.1,57.67,57.67,91,78,4.09,broken clouds
147,Kalispell,US,48.2,-114.31,65.77,73.33,43,40,3.44,smoke
148,Upland,US,34.1,-117.65,61.66,91.62,51,1,1.01,clear sky
149,Namibe,AO,-15.2,12.15,64.96,64.96,88,22,7.38,few clouds
150,Portland,US,45.52,-122.68,68.16,81.18,53,20,1.01,few clouds
151,Sao Filipe,CV,14.9,-24.5,76.91,76.91,90,99,6.91,overcast clouds
152,Ancud,CL,-41.87,-73.82,47.73,49.23,92,100,24.7,moderate rain
153,Vao,NC,-22.67,167.48,68.47,68.47,63,54,18.43,broken clouds
154,Marystown,CA,47.17,-55.15,63.75,63.75,96,97,7.25,overcast clouds
155,Tilichiki,RU,60.47,166.1,60.31,60.31,64,99,6.46,overcast clouds
156,Tulsipur,NP,28.13,82.3,86.13,86.13,63,7,4.32,clear sky
157,Noshiro,JP,40.2,140.02,74.41,74.41,70,100,7.02,overcast clouds
158,Whitehorse,CA,60.72,-135.05,47.1,51.03,89,97,3.15,overcast clouds
159,Ostrovnoy,RU,68.05,39.51,49.33,49.33,97,100,14.85,overcast clouds
160,Sambava,MG,-14.27,50.17,71.56,71.56,68,9,15.12,clear sky
161,Ponta Do Sol,PT,32.67,-17.1,80.13,88.43,21,0,3.65,clear sky
162,Severo-Kurilsk,RU,50.68,156.12,57.79,57.79,83,34,13.73,scattered clouds
163,Saint-Philippe,RE,-21.36,55.77,65.79,69.35,76,90,13.71,light rain
164,Esperance,AU,-33.87,121.9,63.59,63.59,57,0,6.96,clear sky
165,Albany,US,42.6,-73.97,53.82,61.45,88,100,3.49,overcast clouds
166,Pali,IN,25.77,73.33,89.35,89.35,54,27,10.18,scattered clouds
167,Kastamonu,TR,41.5,33.67,59.02,59.02,60,0,0.56,clear sky
168,Jacareacanga,BR,-6.22,-57.75,71.96,71.96,89,44,1.74,scattered clouds
169,Suntar,RU,62.14,117.63,74.44,74.44,52,100,8.05,overcast clouds
170,Dunedin,NZ,-45.87,170.5,57.79,57.79,45,72,11.01,broken clouds
171,Wichita Falls,US,33.91,-98.49,75.33,79.25,80,1,10.0,clear sky
172,Carnarvon,AU,-24.87,113.63,78.87,78.87,68,90,9.22,overcast clouds
173,Jishou,CN,28.32,109.72,80.69,80.69,81,98,1.66,overcast clouds
174,Storm Lake,US,42.64,-95.21,58.33,64.15,100,1,8.05,clear sky
175,Pochutla,MX,15.74,-96.47,78.82,78.82,93,86,3.2,overcast clouds
176,Barrow,US,71.29,-156.79,35.62,35.62,80,90,20.71,light snow
177,Berlin,DE,52.52,13.41,59.99,67.95,73,0,11.01,clear sky
178,Khatanga,RU,71.97,102.5,62.6,62.6,51,100,15.46,overcast clouds
179,Marsh Harbour,BS,26.54,-77.06,82.54,82.54,81,100,15.26,overcast clouds
180,Quatre Cocos,MU,-20.21,57.76,71.71,73.09,70,74,17.92,broken clouds
181,Sorland,NO,67.67,12.69,50.07,50.07,77,100,16.78,overcast clouds
182,Vidim,RU,56.41,103.11,69.69,69.69,37,100,10.6,overcast clouds
183,Inhambane,MZ,-23.86,35.38,66.34,66.34,69,46,7.34,scattered clouds
184,Zachepylivka,UA,49.19,35.24,72.32,72.32,49,3,5.3,clear sky
185,Port Hedland,AU,-20.32,118.57,87.85,87.85,19,4,12.66,clear sky
186,Tiznit,MA,29.58,-9.5,90.93,90.93,11,53,10.89,broken clouds
187,Yulara,AU,-25.24,130.99,75.45,75.45,18,12,14.5,few clouds
188,Nanortalik,GL,60.14,-45.24,47.21,47.21,99,100,11.83,moderate rain
189,Csakvar,HU,47.39,18.46,62.44,72.54,62,52,4.09,broken clouds
190,Yakeshi,CN,49.28,120.73,75.43,75.43,50,15,1.68,few clouds
191,Butaritari,KI,3.07,172.79,82.99,82.99,74,55,10.89,light rain
192,Marsa Matruh,EG,31.35,27.25,78.26,78.26,64,0,4.72,clear sky
193,Pokrovsk,UA,48.28,37.18,69.87,69.87,66,20,5.79,few clouds
194,Cienfuegos,CU,22.15,-80.44,77.81,77.81,87,77,3.27,broken clouds
195,Goderich,CA,43.75,-81.72,53.2,58.91,71,40,11.63,scattered clouds
196,Saveh,IR,35.02,50.36,85.23,85.23,18,0,16.28,clear sky
197,Lulea,SE,65.58,22.15,53.67,53.67,82,75,10.36,broken clouds
198,Marzuq,YE,14.4,46.47,84.47,84.47,41,71,5.12,broken clouds
199,Ust-Ishim,RU,57.69,71.17,73.72,73.72,50,59,3.67,broken clouds
200,Yankton,US,42.87,-97.4,71.85,71.85,78,1,8.05,clear sky
201,Kavieng,PG,-2.57,150.8,82.9,82.9,76,87,7.72,moderate rain
202,Brae,GB,60.4,-1.35,49.91,49.91,73,68,17.43,broken clouds
203,Stokmarknes,NO,68.56,14.91,51.76,54.5,80,100,7.83,overcast clouds
204,Utete,TZ,-7.99,38.76,72.19,72.19,86,40,3.06,light rain
205,Deputatskiy,RU,69.3,139.9,50.86,50.86,56,100,9.06,overcast clouds
206,Cidreira,BR,-30.18,-50.21,57.16,57.16,95,4,0.98,clear sky
207,Bathsheba,BB,13.22,-59.52,79.41,79.41,83,20,12.66,few clouds
208,Agadez,NE,19.75,10.25,86.02,86.02,16,25,8.14,scattered clouds
209,Bumba,CD,2.18,22.47,70.34,70.34,96,83,3.04,broken clouds
210,Katsuura,JP,35.13,140.3,71.71,71.71,93,100,14.34,overcast clouds
211,Isla Mujeres,MX,21.23,-86.73,75.25,75.25,84,69,10.31,broken clouds
212,Norman Wells,CA,65.28,-126.83,51.1,51.1,88,99,2.55,overcast clouds
213,Haveli,PK,30.45,73.7,100.69,100.69,30,41,6.71,scattered clouds
214,Skibbereen,IE,51.55,-9.27,57.0,57.0,83,10,7.36,clear sky
215,Islampur,IN,26.27,88.2,82.54,82.54,81,100,7.11,overcast clouds
216,Meru,KE,0.05,37.66,61.18,61.18,74,73,7.87,broken clouds
217,Pangnirtung,CA,66.15,-65.71,45.25,45.25,78,92,2.24,overcast clouds
218,Rocha,UY,-34.48,-54.33,53.1,53.1,96,99,1.7,overcast clouds
219,Fukue,JP,32.69,128.84,75.56,75.56,100,75,4.61,light intensity shower rain
220,Gaillac,FR,43.9,1.9,62.74,63.55,95,65,5.1,broken clouds
221,Alofi,NU,-19.06,-169.92,71.49,71.49,94,75,9.22,broken clouds
222,Bilma,NE,18.69,12.92,87.48,87.48,38,58,4.59,broken clouds
223,Key West,US,24.56,-81.78,82.0,86.0,72,20,12.66,thunderstorm
224,West Bay,KY,19.37,-81.42,80.08,82.99,81,82,1.99,broken clouds
225,Mukhen,RU,48.1,136.1,79.99,79.99,44,14,6.24,few clouds
226,Gimli,CA,50.63,-96.99,80.44,80.44,67,43,10.33,scattered clouds
227,Srednekolymsk,RU,67.45,153.68,56.41,56.41,44,100,10.94,overcast clouds
228,Ughelli,NG,5.49,6.01,74.34,74.34,93,100,2.39,overcast clouds
229,Westport,US,41.14,-73.36,61.75,72.86,82,1,1.01,clear sky
230,Mapiri,BO,-15.25,-68.17,69.33,69.33,71,90,1.45,overcast clouds
231,Mar Del Plata,AR,-38.0,-57.56,48.22,48.22,100,75,3.44,broken clouds
232,Baruun-Urt,MN,46.68,113.28,75.27,75.27,43,2,5.86,clear sky
233,Olinda,BR,-8.01,-34.86,67.73,67.73,83,0,6.91,clear sky
234,Harpanahalli,IN,14.8,75.98,75.88,75.88,73,99,13.82,overcast clouds
235,Katherine,AU,-14.47,132.27,91.72,91.72,18,2,18.41,clear sky
236,Cheremukhovo,RU,60.35,59.99,71.92,71.92,45,99,7.72,overcast clouds
237,Kondinskoye,RU,59.65,67.41,73.15,73.15,51,27,7.25,scattered clouds
238,Luga,RU,58.74,29.85,57.51,57.51,80,33,9.46,scattered clouds
239,Kismayo,SO,-0.36,42.55,77.4,77.4,75,57,16.91,broken clouds
240,Nhulunbuy,AU,-12.23,136.77,84.81,84.81,58,40,20.71,scattered clouds
241,Hima,UG,0.3,30.18,68.25,68.25,71,70,1.23,broken clouds
242,Chokurdakh,RU,70.63,147.92,51.44,51.44,43,78,6.53,broken clouds
243,Nautla,MX,20.22,-96.78,78.64,78.64,83,4,3.89,clear sky
244,Mayo,US,38.89,-76.51,70.12,77.58,87,68,5.01,broken clouds
245,Georgetown,MY,5.41,100.34,80.53,83.89,80,40,1.99,scattered clouds
246,Ingham,US,42.6,-84.38,53.64,62.71,86,1,0.0,clear sky
247,Bud,US,39.45,-86.18,65.52,71.58,83,99,6.73,overcast clouds
248,Umuahia,NG,5.53,7.49,71.69,71.69,96,100,2.75,overcast clouds
249,Llandrindod Wells,GB,52.24,-3.38,52.52,56.98,93,32,15.97,scattered clouds
250,Taguatinga,BR,-12.39,-46.57,71.19,71.19,35,0,5.17,clear sky
251,Poykovskiy,RU,61.23,73.33,66.49,66.49,55,0,11.18,clear sky
252,Vila Franca Do Campo,PT,37.72,-25.43,72.01,72.01,92,95,6.82,overcast clouds
253,Namatanai,PG,-3.67,152.43,80.44,80.44,80,97,6.55,light rain
254,Calama,CL,-22.47,-68.93,41.49,41.49,33,0,19.57,clear sky
255,Strezhevoy,RU,60.73,77.59,66.18,66.18,50,21,9.4,few clouds
256,Gorontalo,ID,0.54,123.06,85.57,85.57,69,25,6.93,light rain
257,San Cristobal,VE,7.77,-72.22,65.19,65.19,97,88,2.53,overcast clouds
258,Ilulissat,GL,69.22,-51.1,42.82,42.82,87,99,4.61,overcast clouds
259,Ahipara,NZ,-35.17,173.17,57.15,57.15,80,27,9.31,scattered clouds
260,La Ronge,CA,55.1,-105.28,65.19,65.19,54,100,3.4,overcast clouds
261,Coihaique,CL,-45.58,-72.07,37.35,37.35,100,40,3.44,light rain
262,Kindu,CD,-2.95,25.95,70.27,70.27,81,10,2.33,clear sky
263,Dumas,US,35.87,-101.97,72.03,76.42,60,1,10.36,clear sky
264,Kholtoson,RU,50.3,103.31,76.08,76.08,59,100,1.99,overcast clouds
265,Victoria,HK,22.29,114.16,80.58,87.96,73,11,8.9,few clouds
266,Ayorou,NE,14.73,0.92,75.13,75.13,78,97,9.13,overcast clouds
267,Wanaka,NZ,-44.7,169.15,40.26,40.26,99,71,9.62,moderate rain
268,Sinnamary,GF,5.38,-52.95,76.26,76.26,84,99,6.89,overcast clouds
269,Muros,ES,42.78,-9.06,61.16,63.23,80,2,11.27,clear sky
270,Cherskiy,RU,68.75,161.3,45.32,45.32,71,95,8.55,overcast clouds
271,Mahebourg,MU,-20.41,57.7,71.89,73.26,56,20,14.97,few clouds
272,Leh,IN,34.17,77.58,55.38,55.38,30,3,6.02,clear sky
273,Bethel,US,41.37,-73.41,59.49,68.58,83,1,0.0,clear sky
274,Qeshm,IR,26.96,56.27,91.27,91.27,78,53,17.69,broken clouds
